id,title,year,genre,poster,tgLink,category,type,pin,synopsis
m0073,See You At Work Tomorrow,2026,drama,https://m.media-amazon.com/images/M/MV5BMzFlOTNiMzItNWNiZS00ODIzLWIxODMtYjc4ZjI2N2I4MjI2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://t.me/familyseries01/23,trending,series,,"S_ee You at W_ork Tom_orrow (2026)
Genre: Comedy / Drama

နေ့စဥ်ရုံးတက်ရုံးဆင်းဘဝရဲ့ ပင်ပန်းနွမ်းနယ်မှုတွေကြားက လုပ်ငန်းခွင်အတွေ့အကြုံတွေကို ဟာသနဲ့ ဒရမ်မာရောစပ်ပြီး ပေါ့ပေါ့ပါးပါး ရိုက်ကူးတင်ဆက်ထားပါတယ်။ ရုံးတွင်းဆက်ဆံရေးတွေ၊ အလုပ်ခွင်ဖိအားတွေနဲ့ ရည်မှန်းချက်တွေကြားက လူငယ်တွေရဲ့ ရုန်းကန်ရပုံကို စိတ်ဝင်စားဖွယ် တွေ့မြင်ရမှာပါ။

တစ်နေ့တာပြီးဆုံးသွားတိုင်း မနက်ဖြန်အလုပ်မှာ ပြန်တွေ့ကြမယ်ဆိုတဲ့ စကားတစ်ခွန်းနဲ့အတူ ထပ်ခါတလဲလဲ ဖြတ်သန်းနေရတဲ့ ဘဝအမောတွေကို ရသမြောက်စွာ ပုံဖော်ထားတာကြောင့် ရုံးဝန်ထမ်းတိုင်း ကိုယ်တိုင်ကြုံတွေ့နေရသလို ခံစားရစေမယ့် ဇာတ်ကားကောင်းတစ်ပုဒ် ဖြစ်ပါတယ်။"
m0074,Doctor on the Edge,2026,drama,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtmsvzeeABkRIOT3eTOfFRC5yV9t9Tfh0QKfRo-9L2VkvDt1rP-EmtJ_M&s=10,https://t.me/familyseries01/22,trending,series,,"Doc_tor on the E_dge (2026)
Genre: Drama / Thriller

ဖိအားများပြားလှတဲ့ အရေးပေါ်ကုသရေးဌာနတစ်ခုမှာ တာဝန်ထမ်းဆောင်နေတဲ့ ကျွမ်းကျင်ဆရာဝန်တစ်ဦးဟာ နေ့စဉ်မမျှော်လင့်ထားတဲ့ အကျပ်အတည်းတွေနဲ့ ရင်ဆိုင်ကြုံတွေ့နေရပါတယ်။ လူနာတွေရဲ့ အသက်ကို ကယ်တင်ဖို အချိန်နဲ့အမျှ ကြိုးစားနေရသလို သူ့ရဲ့ကိုယ်ပိုင်ဘဝနဲ့ စိတ်ပိုင်းဆိုင်ရာ ဖိစီးမှုတွေကိုလည်း မဖြစ်မနေ ထိန်းချုပ်ကျော်လွှားရဖို ရုန်းကန်ရပုံကို တွေ့မြင်ရမှာဖြစ်ပါတယ်။

တစ်ဖက်မှာလည်း ဆေးရုံတွင်း လျှိဝှက်ချက်တွေနဲ့ မသမာမှုတချိုကို ရိပ်မိလာတဲ့အခါ အန္တရာယ်ကြီးမားတဲ့ အခြေအနေတစ်ခုထဲ မလွှမရှောင်သာ ကျရောက်သွားပါတော့တယ်။ လူ့ကျင့်ဝတ်နဲ့ အသက်ရှင်သန်ရေးတိုအကြား ဘယ်လိုခက်ခဲတဲ့ ဆုံးဖြတ်ချက်တွေ ချမှတ်သွားမလဲဆိုတာကို ရင်ခုန်စွာ ကြည့်ရှုရမယ့် ဆေးပညာဆိုင်ရာ သည်းထိတ်ရင်ဖို ဇာတ်ကားကောင်းတစ်ခု ဖြစ်ပါတယ်။"
m0075,Mersal,2017,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMEIx43i7rbrlrV9bO2OglRlcXQlKWM8IYPqUR3en8ARBryfMBlJLhZRA&s=10,https://t.me/wefilmmmsub/638,collection,movie,,"M_er_sal (2017)
IMDb: 7.6  |  Genre: Action / Thriller

မာရန် အမည်ရှိတဲ့ စေတနာရှင်ဆရာဝန်တစ်ဦးဟာ ဆင်းရဲသားလူနာတွေကို ငွေကြေးအနည်းငယ်နဲ့ ကုသပေးနေသူဖြစ်ပါတယ်။ ဒါပေမဲ့ ဆေးလောကမှာ မသမာမှုတွေကျူးလွန်နေတဲ့ နာမည်ကြီးဆရာဝန်တချို့ ဆက်တိုက်ပြန်ပေးဆွဲ အသတ်ခံရမှုတွေ ဖြစ်ပွားလာတဲ့အခါ မာရန်ဟာ အဓိကသံသယရှိသူအဖြစ် ရဲတပ်ဖွဲ့ရဲ့ ဖမ်းဆီးခြင်းကို ခံရပါတော့တယ်။

အဲဒီနောက်မှာတော့ မျက်လှည့်ပညာရှင် ဗက်ထရီရဲ့ လျှို့ဝှက်ချက်တွေနဲ့အတူ အတိတ်က သူတို့မိသားစုအပေါ် မတရားကျူးလွန်ခဲ့တဲ့ ဆေးလောကရဲ့ အကျင့်ပျက်ခြစားမှုတွေကို တရားမျှတမှု ပြန်လည်ဖော်ထုတ်ဖို့ ကြိုးပမ်းကြပုံကို အက်ရှင်အပြည့်နဲ့ စိတ်လှုပ်ရှားဖွယ် ရိုက်ကူးတင်ဆက်ထားပါတယ်။

ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/fvmdb1

ကြည့်ရန်
https://t.me/fvmdb1/146

For Ads / Business: @familyversionads

#Movie #mmsub #Mersal #Action #familyversion"
m0076,VELAYUDHAM,2011,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_bER0ytUceq-UH64dtC9O3bWMhWAfsbMGGJEzPgF0vYk05YXECQiOG0lD&s=10,https://t.me/fvmdb1/129,collection,movie,,"V_ELAY-UDHAM (2011)

ရွာငယ်လေးမှ နို့သည်လူရွယ် Velayudham သည် ချစ်လှစွာသော ညီမလေး Kaveri ၏ မင်္ဂလာစရိတ်အတွက် မြို့တော် ချန်နိုင်းသို့ ရောက်ရှိလာခဲ့သည်။ တစ်ဖက်တွင်လည်း မှုခင်းသတင်းထောက်မလေး Bharathi သည် အကြမ်းဖက်သမားများနှင့် အဂတိလိုက်စားသူများကို ခြောက်လှန့်ရန် 'Velayudham' အမည်ရှိ မမြင်နိုင်သော စိတ်ကူးယဉ်သူရဲကောင်းတစ်ဦးကို သတင်းမီဒီယာများမှတစ်ဆင့် ဖန်တီးလိုက်သည့်အခါ မတော်တဆ တိုက်ဆိုင်မှုများ စတင်လာခဲ့သည်။

မထင်မှတ်ဘဲ အကြမ်းဖက်သမားများ၏ အကြံအစည်များကို ဝင်ရောက်ဖျက်ဆီးမိရာမှ လူထုတစ်ရပ်လုံးက သူ့ကို တကယ့်ကယ်တင်ရှင်အဖြစ် သတ်မှတ်လာကြသည်။ အန္တရာယ်ကြီးမားသော အကြမ်းဖက်ဂိုဏ်းခေါင်းဆောင်များ၏ ရန်ကို မျက်နှာဖုံးစွပ်ကာ အမှန်တရားအတွက် တိုက်ပွဲဝင်သွားမည့် မင်းသားကြီး ဗီဂျေး၏ ဒဏ္ဍာရီဆန်ဆန် အက်ရှင်ဇာတ်ကားကောင်းတစ်ကား ဖြစ်ပါသည်။


ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/fvmdb1

ကြည့်ရန်
https://t.me/fvmdb1/129

For Ads / Business: @familyversionads

#Movie #mmsub #VELAYUDHAM"
m0077,Master,2021,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRckzkLfNXgJN3kmhjUf1dTIuaFNFe2YpTRjfAQt4N9hMpNt0EPCyz25fjk&s=10,https://t.me/fvmdb1/155,collection,movie,,"Ma_s_ter (2021)
IMDb: 7.8  |  Genre: Action / Thriller / Drama

ဂျေဒီဟာ ကျောင်းသားတွေရဲ့ အချစ်တော် အရက်စွဲနေတဲ့ ကောလိပ်ကထိကတစ်ဦး ဖြစ်ပါတယ်။ ကျောင်းတွင်း ရွေးကောက်ပွဲ ပဋိပက္ခတစ်ခုကြောင့် သူ့ကို လူငယ်ထိန်းသိမ်းရေးစခန်းတစ်ခုဆီ စာသင်ပေးဖို ယာယီပြောင်းရွှေ့စေလွှတ်ခြင်း ခံရပါတယ်။ အဲဒီစခန်းမှာတော့ ကလေးသူငယ်တွေကို အသုံးချပြီး ရာဇဝတ်မှုတွေ ကျူးလွန်ခိုင်းနေတဲ့ ရက်စက်ကြမ်းကြုတ်တဲ့ ဂိုဏ်းခေါင်းဆောင် ဘာဝါနီရဲ့ ရက်စက်မှုတွေကို ဂျေဒီ တွေ့ကြုံရပါတော့တယ်။

အပြစ်မဲ့တဲ့ ကလေးငယ်တွေကို ကာကွယ်စောင့်ရှောက်ဖိုနဲ့ သူကိုယ်တိုင်လည်း အရက်စွဲတဲ့ဘဝကနေ ရုန်းထွက်နိုင်ဖိုအတွက် ဂျေဒီတစ်ယောက် ဘာဝါနီရဲ့ အင်အားကြီးမားတဲ့ အမှောင်လောကကို ဘယ်လိုမျိုး အကြိတ်အနယ် ပြန်လည်ရင်ဆိုင်တိုက်ခိုက်သွားမလဲဆိုတာကို အက်ရှင်ခန်းအလန်းစားတွေနဲ့အတူ စိတ်လှုပ်ရှားဖွယ် ကြည့်ရှုရမှာ ဖြစ်ပါတယ်။"
m0078,Leo,2023,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM8sJHT8rKB3xBuoE4ybDniiU99g-cqDGwJkvOCuwXNycp_tkx4gKuynY&s=10,https://t.me/fvmdb1/162,collection,movie,,"L_e_o (2023)
IMDb: 7.2  |  Genre: Action / Crime / Thriller

ပါသီဘန်ဟာ ဟီမာချယ်ပရာဒေ့ရှ်တောင်ပေါ်မြိုလေးမှာ ကော်ဖီဆိုင်ဖွင့်ရင်း ဇနီးနဲ့ သားသမီးတွေနဲ့အတူ အေးအေးချမ်းချမ်း နေထိုင်နေတဲ့ သာမန်မိသားစုဦးစီးတစ်ဦး ဖြစ်ပါတယ်။ ဒါပေမဲ့ တစ်နေ့မှာ သူ့ရဲ့ဆိုင်ကို ဓားပြတိုက်ဖို ကြိုးစားလာတဲ့ လူဆိုးတွေကို မမျှော်လင့်ဘဲ အစွမ်းပြချေမှုန်းလိုက်ရာကနေ သတင်းမီဒီယာတွေရဲ့ အာရုံစိုက်မှုကို ခံလိုက်ရပါတယ်။

ဒီသတင်းကြောင့် အန္တရာယ်ကြီးမားတဲ့ မာဖီးယားဂိုဏ်းခေါင်းဆောင်တွေက ပါသီဘန်ကို သေဆုံးသွားပြီလို ယူဆထားတဲ့ ရက်စက်ကြမ်းကြုတ်သူ လီယိုဒတ်စ် ဆိုပြီး သံသယဝင်ကာ လိုက်လံနှောင့်ယှက်လာပါတော့တယ်။ ပါသီဘန်တစ်ယောက် မိသားစုကို ဘေးအန္တရာယ်ကနေ ကာကွယ်ရင်း အတိတ်ရဲ့ လျှိဝှက်ချက်တွေကို ဘယ်လိုရင်ဆိုင်ဖြေရှင်းမလဲဆိုတာ ရင်သပ်ရှုမောဖွယ် တွေ့မြင်ရမှာ ဖြစ်ပါတယ်။

ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/addlist/58gZNGQ86uJiOWE9

ကြည့်ရန်
https://t.me/fvmdb1/162

For Ads / Business: @familyversionads

#Movie #mmsub #Leo #LeoMovie #familyversion"
m0079,Beast,2022,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRserMVi8HHQQeP0ZM4bfF_bIvAPTLWZL8hEGFuNHc88xRbYedcnoEd54BX&s=10,https://t.me/fvmdb1/163,collection,movie,,"Be_a_st (2022)
IMDb: 5.6  |  Genre: Action / Horror / Thriller

ဇနီးသည်ဆုံးပါးသွားပြီးနောက် စိတ်ဒဏ်ရာရနေတဲ့ ဒေါက်တာနိတ်ဆင်မြူရယ်ဟာ သမီးနှစ်ယောက်နဲ့အတူ အာဖရိကရှိ သားရိုင်းတိရစ္ဆာန်ထိန်းသိမ်းရေးစခန်းတစ်ခုဆီကို အပန်းဖြေခရီးထွက်လာခဲ့ပါတယ်။ ဒီခရီးစဉ်ဟာ သူတိုမိသားစုကြားက အဖုအထစ်တွေကို ပြေလည်စေဖိုနဲ့ အမှတ်တရကောင်းတွေ ပြန်လည်တည်ဆောက်ဖို ရည်ရွယ်ခဲ့တာ ဖြစ်ပါတယ်။

ဒါပေမဲ့ မုဆိုးတွေလက်ချက်ကြောင့် သွေးဆာနေပြီး လူသားတွေကို ရန်ငြိုးဖွဲတိုက်ခိုက်နေတဲ့ ခြင်္သေ့ဆိုးကြီးတစ်ကောင်နဲ့ မမျှော်လင့်ဘဲ ရင်ဆိုင်တွေ့ကြုံရတဲ့အခါမှာတော့ အသက်ရှင်ကျန်ရစ်ရေးအတွက် အသည်းအသန် ရုန်းကန်ကြရပါတော့တယ်။ သားသမီးတွေကို ကာကွယ်ဖို ဖခင်တစ်ယောက်ရဲ့ အစွမ်းကုန်ကြိုးစားမှုနဲ့ သဘာဝတရားရဲ့ ကြောက်မက်ဖွယ်အန္တရာယ်ကို သည်းထိတ်ရင်ဖို ကြည့်ရှုရမှာ ဖြစ်ပါတယ်။


ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/addlist/58gZNGQ86uJiOWE9

ကြည့်ရန်
https://t.me/fvmdb1/163

For Ads / Business: @familyversionads

#Movie #mmsub #Beast #Beast2022 #familyversion"
m0080,Bigil,2019,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQN0ZqHFyYi1d_76ahYcXaH_rBpIkN4nlpk1bkootDkLJQ23nQkKhq6k0&s=10,https://t.me/fvmdb1/164,collection,movie,,"B_i_g_il (2019)
IMDb: 6.8  |  Genre: Action / Drama / Sport

မိုက်ကယ်လ် (ခေါ်) ဘီဂေးလ်ဟာ ထူးချွန်ထက်မြက်တဲ့ လူငယ်ဘောလုံးသမားတစ်ဦးဖြစ်ပေမဲ့ ဒေသခံဂိုဏ်းစတားဖခင်ဖြစ်သူ ရာယတ်ပန် အသတ်ခံရပြီးနောက် ဘောလုံးလောကနဲ့ ဝေးကွာကာ ဖခင်ရဲ့နေရာကို ဆက်ခံပြီး ရပ်ကွက်ကို ကာကွယ်စောင့်ရှောက်သူ ဖြစ်လာခဲ့ပါတယ်။

တစ်ရက်မှာတော့ မမျှော်လင့်တဲ့ အခြေအနေကြောင့် ပြည်နယ်အမျိုးသမီးဘောလုံးအသင်းရဲ့ နည်းပြအဖြစ် တာဝန်ယူပေးဖို အကြောင်းဖန်လာခဲ့ပါတယ်။ အတိတ်က နာကျင်စရာအရိပ်မည်းတွေကြားကနေ စိတ်ဓာတ်ကျဆင်းနေတဲ့ ကစားသမားမိန်းကလေးတွေကို စုစည်းကာ အခက်အခဲအတားအဆီးတွေကို ကျော်ဖြတ်ပြီး နိုင်ငံအဆင့်ချန်ပီယံဆုဖလားရရှိအောင် ဘယ်လိုစွမ်းဆောင်ပြမလဲဆိုတာ စိတ်လှုပ်ရှားဖွယ် ကြည့်ရှုရမှာဖြစ်ပါတယ်။


ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/addlist/58gZNGQ86uJiOWE9

ကြည့်ရန်
https://t.me/fvmdb1/164

For Ads / Business: @familyversionads

#Movie #mmsub #Bigil #TamilMovie #familyversion"
m0081,Kaththi,2014,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6pwiLCVLsfvgXUJNOxZXx4EffBJrr_5yT4UtL8HtvkR6XPCFS5Hnw4Ts&s=10,https://t.me/fvmdb1/165,collection,movie,,"Ka_th_thi (2014)
IMDb: 8.1  |  Genre: Action / Drama

ထောင်ကနေထွက်ပြေးလာတဲ့ ကသီရီဆန်ဆိုတဲ့ လူငယ်ဟာ မတော်တဆမှုတစ်ခုကြောင့် သူ့နဲ့ ရုပ်ချင်းတစ်ထေရာတည်းတူတဲ့ ဂျီဗာနန်ဒမ်ဆိုတဲ့ တက်ကြွလှုပ်ရှားသူတစ်ယောက်နဲ့ တွေ့ဆုံမိသွားပါတယ်။ ကသီရီဆန်ဟာ အခွင့်အရေးကို အသုံးချပြီး ဂျီဗာအဖြစ် ဟန်ဆောင်ကာ ကိုယ်ကျိုးရှာဖို ကြံစည်ခဲ့ပေမဲ့ ဂျီဗာရဲ့ ဘဝဇာတ်ကြောင်းနဲ့ လယ်သမားတွေရဲ့ ဆင်းရဲဒုက္ခတွေကို သိလာရတဲ့အခါမှာတော့ သူ့စိတ်ထဲ ပြောင်းလဲသွားခဲ့ပါတယ်။

ရွာသားတွေရဲ့ စိုက်ပျိုးမြေတွေကို မတရားသိမ်းယူပြီး စက်ရုံတည်ဆောက်ဖို ကြံစည်နေတဲ့ လောဘရမ္မက်ကြီးသော စီးပွားရေးလုပ်ငန်းရှင်ကြီးကို ဂျီဗာနေရာကနေ ဆက်လက်ရင်ဆိုင်ဖို သူဆုံးဖြတ်လိုက်ပါတယ်။ တောင်သူလယ်သမားတွေရဲ့ အခွင့်အရေးနဲ့ အမှန်တရားအတွက် အာဏာပိုင်တွေနဲ့ ကော်ပိုရိတ်ကုမ္ပဏီကြီးကို ပညာသားပါပါ ဘယ်လိုတန်ပြန်တိုက်ခိုက်မလဲဆိုတာကို စိတ်လှုပ်ရှားဖွယ် ကြည့်ရှုရမှာဖြစ်ပါတယ်။


ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/addlist/58gZNGQ86uJiOWE9

ကြည့်ရန်
https://t.me/fvmdb1/165

For Ads / Business: @familyversionads

#Kaththi #Action #Drama #mmsub #familyversion"
m0082,Bachchhan Paandey ,2022,"action, comedy",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbS9kyP1qFoVv1elhvi8OVDL4GqKJO0tC_bHv_jPUqp9yEZfh-m0fS0DnI&s=10,https://t.me/fvmdb1/167,,movie,,"Bach_chhan Paan_dey (2022)
IMDb: 5.1  |  Genre: Action / Comedy / Crime

ရုပ်ရှင်ဒါရိုက်တာတစ်ဦးဖြစ်ဖို ရည်မှန်းချက်ကြီးမားတဲ့ မိုင်ရာဟာ ထူးခြားတဲ့ ဇာတ်ကားတစ်ကား ဖန်တီးနိုင်ဖိုအတွက် နာမည်ဆိုးနဲ့ကျော်ကြားတဲ့ လူဆိုးဂိုဏ်းခေါင်းဆောင် ဘာချန်ပန်ဒေးအကြောင်းကို အခြေခံပြီး ရိုက်ကူးဖို ဆုံးဖြတ်လိုက်ပါတယ်။ အချက်အလက်တွေ စုံစမ်းစုဆောင်းဖိုအတွက် သူမရဲ့ မိတ်ဆွေဖြစ်သူ ဗီရှူးနဲ့အတူ ဘာချန်ပန်ဒေး ကြီးစိုးလှုပ်ရှားရာ ဘာဂဝါမြိုဆီကို တိတ်တဆိတ် သွားရောက်ခဲ့ကြပါတယ်။

ဒါပေမဲ့ ရက်စက်ပြီး ဒေါသကြီးတဲ့ ဘာချန်ပန်ဒေးရဲ့အနီးကပ် လှုပ်ရှားမှုတွေကို စူးစမ်းရင်းကနေ သူတိုနှစ်ဦးဟာ မထင်မှတ်ထားတဲ့ အသက်အန္တရာယ်တွေ၊ အရှုပ်အထွေးတွေနဲ့ ကြုံတွေ့လာရပါတော့တယ်။ ဟာသအလွဲတွေ၊ အက်ရှင်ခန်းတွေနဲ့အတူ အဆုံးထိ စိတ်ဝင်စားဖွယ် ကြည့်ရှုရမယ့် အိန္ဒိယရုပ်ရှင်ကားကောင်းတစ်ကား ဖြစ်ပါတယ်။

ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/fvmdb1

ကြည့်ရန်
https://t.me/fvmdb1/167

For Ads / Business: @familyversionads

#BachchhanPaandey #mmsub #ActionComedy #Movie "
m0083,Singham Returns,2014,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQ-HmPFWyL8ZtevRWWR0XDmR_LOcCAtqaZ7KaU9KY2l8zYJBsWszvHlPcu&s=10,https://t.me/fvmdb1/168,,movie,,"Sing_ham Re_turns (2014)
IMDb: 5.7  |  Genre: Action / Crime / Drama

မွမ်ဘိုင်းမြိုသို ပြောင်းရွှေ့တာဝန်ကျလာတဲ့ ရဲအရာရှိကြီး ဘာဂျီရာအို ဆင်းဂမ်ဟာ အကျင့်ပျက်ခြစားမှုတွေကို မဆုတ်မနစ် နှိမ်နင်းနေသူဖြစ်ပါတယ်။ တစ်ရက်မှာတော့ သူ့လက်အောက်က ရိုးသားတဲ့ရဲတပ်ဖွဲဝင်တစ်ဦးရဲ့ ရုပ်အလောင်းကို ငွေမည်းအမြောက်အမြားနဲ့အတူ မသင်္ကာဖွယ် တွေ့ရှိခဲ့ရပြီး အဲဒီနောက်ကွယ်မှာ ကြီးမားတဲ့ အကြံအစည်တွေ ရှိနေတာကို ရိပ်မိသွားပါတယ်။

ဒီအမှုကို အမှန်အတိုင်း ဖော်ထုတ်ဖို ကြိုးစားရင်း တိုင်းပြည်ရဲ့ ဩဇာကြီးမားတဲ့ နိုင်ငံရေးသမားတွေနဲ့ ဘာသာရေးခေါင်းဆောင် အတုအယောင်တွေရဲ့ မသမာတဲ့ မဟာမိတ်ဖွဲမှုကို ဆင်းဂမ်တစ်ယောက် ထိပ်တိုက်ရင်ဆိုင်ရပါတော့တယ်။ တရားမျှတမှုအတွက် အသက်စွန့်ပြီး အမှန်တရားဘက်က ရပ်တည်တိုက်ခိုက်မယ့် ရဲအရာရှိ ဆင်းဂမ်ရဲ့ ရင်ခုန်စိတ်လှုပ်ရှားဖွယ် အက်ရှင်ဇာတ်လမ်းကောင်းတစ်ပုဒ် ဖြစ်ပါတယ်။

ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/fvmdb1

ကြည့်ရန်
https://t.me/fvmdb1/168

For Ads / Business: @familyversionads

#Movie #mmsub #SinghamReturns #Bollywood #familyversion"
m0084,The Legend of Tarzan ,2016,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPyCgOCeWqytyYONV3OWv3Q-P0Zmq9bUPhsnRVe5CFRf2qIFiw2hhCywLW&s=10,https://t.me/fvmdb1/169,,movie,,"The Leg_end of Tar_zan (2016)
IMDb: 6.2  |  Genre: Action / Adventure / Drama

တာဇန်ဟာ ဂျောင်ဂဲလ်တောနက်ထဲကဘဝကို စွန့်ခွာပြီး ဂျွန်ကလေတန်ဆိုတဲ့ အမည်နဲ့ လန်ဒန်မြိုမှာ ဇနီးဖြစ်သူ ဂျိန်းနဲ့အတူ အထက်တန်းစားဘဝကို အေးချမ်းစွာ ဖြတ်သန်းနေပါတယ်။ ဒါပေမဲ့ ကွန်ဂိုနယ်မြေဆီ ကုန်သွယ်ရေးသံတမန်အဖြစ် ပြန်လည်သွားရောက်ဖို ဖိတ်ကြားခံရတဲ့အခါ သူ့ရဲ့ မူလဇာစ်မြစ်ဖြစ်တဲ့ တောနက်ကြီးဆီ မလွှမရှောင်သာ ပြန်လည်ခြေချခဲ့ရပါတယ်။

အမှန်တကယ်တော့ ဒါဟာ လောဘရမ္မက်ကြီးမားတဲ့ ဘယ်လ်ဂျီယံအရာရှိ လီယွန်ရွမ်ရဲ့ အကွက်ကျကျ ထောင်ချောက်ဆင်မှုတစ်ခုဖြစ်နေခဲ့ပါတယ်။ ဇနီးဖြစ်သူ ဂျိန်းနဲ့ ဒေသခံမျိုးနွယ်စုတွေကို ကာကွယ်စောင့်ရှောက်ဖိုအတွက် တာဇန်တစ်ယောက် သူ့ရဲ့ တောတွင်းဗီဇစွမ်းရည်တွေကို ပြန်လည်နှိးဆွကာ ရန်သူတွေကို ဘယ်လိုတိုက်ခိုက်ချေမှုန်းမလဲဆိုတာ ရင်သပ်ရှုမောဖွယ် ကြည့်ရှုရမှာဖြစ်ပါတယ်။

ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/fvmdb1

ကြည့်ရန်
https://t.me/fvmdb1/169

For Ads / Business: @familyversionads

#Movie #mmsub #TheLegendofTarzan #Adventure "
m0085,Ballerina,2023,action,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4gOMJMSyKCOtNH4uh2D-tP6VNZyr2RRbTtEJN_E9D4Uyx2KHUb5cmnGU&s=10,https://t.me/fvmdb1/171,,movie,,"Bal_le_ri_na (2023)
IMDb: 6.2  |  Genre: Action / Thriller / Crime

အိုခ်ဂျူဟာ သက်တော်စောင့်ဟောင်းတစ်ဦးဖြစ်ပြီး တိုက်ခိုက်ရေးစွမ်းရည် အလွန်ထူးချွန်သူတစ်ယောက် ဖြစ်ပါတယ်။ တစ်နေ့မှာတော့ သူမရဲ့ အချစ်ဆုံးသူငယ်ချင်း ဘဲလက်ကချေသည် မင်ဟီးဟာ ဆိုးရွားတဲ့ ရာဇဝတ်မှုတစ်ခုရဲ့ သားကောင်ဖြစ်ခဲ့ရပြီး မိမိကိုယ်ကိုယ် အဆုံးစီရင်သွားခဲ့ပါတယ်။ မင်ဟီးဟာ မသေဆုံးမီမှာ အိုခ်ဂျူဆီကို ကလဲ့စားချေပေးဖို နောက်ဆုံးတောင်းဆိုချက် ချန်ထားရစ်ခဲ့ပါတယ်။

သူငယ်ချင်းဖြစ်သူအတွက် တရားမျှတမှု ရှာဖွေပေးဖို ဆုံးဖြတ်လိုက်တဲ့ အိုခ်ဂျူဟာ ရက်စက်ကြမ်းကြုတ်တဲ့ ဒုစရိုက်ဂိုဏ်းကို တစ်ယောက်တည်း စတင်ရင်ဆိုင်ပါတော့တယ်။ ပြင်းထန်လှတဲ့ သွေးထွက်သံယို အက်ရှင်ခန်းတွေနဲ့အတူ အိုခ်ဂျူရဲ့ လက်စားချေမှုခရီးစဉ် ဘယ်လိုအဆုံးသတ်သွားမလဲဆိုတာကို ရင်သပ်ရှုမောဖွယ် စိတ်လှုပ်ရှားစွာ ကြည့်ရှုရမှာ ဖြစ်ပါတယ်။

ရုပ်ရှင်ကြည့်ရန် Channelကို Joinပါ
https://t.me/fvmdb1

ကြည့်ရန်
https://t.me/fvmdb1/171

For Ads / Business: @familyversionads

#Ballerina #mmsub #Action #Movie #familyversion"
